main(50, .9, .4)
28: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 49.9157
29: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 51.7574
30: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 53.5905
31: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 55.1475
32: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 56.7666
33: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 58.4491
34: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 60.5163
35: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 62.3706
36: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 64.2153
37: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 66.0943
38: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 67.9046
39: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 69.5895
40: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 71.523
41: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 73.0188
42: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 74.7299
43: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 76.2843
44: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 77.8977
45: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 79.8341
46: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 81.7458
47: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 83.2967
48: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 85.1525
49: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 86.8145
50: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 88.489
51: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 90.3603
52: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 92.3349
53: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 93.966
54: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 95.6374
55: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 97.4822
56: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 99.1033
57: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 100.6065
58: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 102.2622
59: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 103.738
60: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 105.6881
61: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 107.4168
62: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 109.2698
63: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 111.4363
64: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 113.1126
65: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 115.446
66: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 117.0635
67: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 118.6522
68: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 120.3738
69: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 122.0277
70: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 124.1766
71: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 125.8934
72: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 127.8197
73: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 129.3911
74: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 131.4249
75: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 133.2493
76: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 134.9493
77: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 136.6406
78: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 138.532
79: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 140.1848
80: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 141.946
81: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 143.8823
82: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 146.0301
83: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 148.0453
84: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 149.8459
85: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 152.333
86: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 154.5742
87: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 156.3486
88: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 158.0837
89: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 160.1942
90: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 162.5973
91: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 164.4911
92: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 166.4552
93: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 168.2491
94: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 169.9362
95: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 171.7762
96: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 173.699
97: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 175.5394
98: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 177.027
99: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 178.9553
100: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 180.7383
101: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 182.5161
102: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 184.1929
103: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 185.8689
104: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 187.7873
105: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 189.4122
106: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 191.3397
107: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 193.0024
108: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 194.6851
109: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 196.6266
110: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 198.5094
111: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 200.6432
112: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 202.635
113: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 204.5317
114: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 206.3153
115: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 208.7268
116: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 210.5697
117: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 212.8619
118: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 214.7427
119: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 216.4396
120: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 218.4487
121: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 220.2434
122: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 221.9078
123: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 223.8427
124: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 225.677
125: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 227.3616
126: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 229.268
127: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 231.6352
128: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 233.4359
129: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 235.2744
130: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 236.9721
131: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 238.9451
132: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 240.6948
133: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 242.5452
134: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 244.7342
135: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 246.4165
136: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 248.216
137: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 250.0315
138: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 251.9254
139: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 253.773
140: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 255.4454
141: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 257.2382
142: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 259.363
143: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 261.3135
144: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 263.5155
145: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 265.6729
146: Viorest: 2.9358e-07, aptitud: 1000.00000000000000000000, vector: 0.31649381101173446000 0.22743584928087587000 0.39935846525856356000 0.3103002099493730200043.02647758094475700000 , tt: 267.5851
